"CDSecao","DSSecao","CDDivisao","DSDivisao","CDGrupo","DSGrupo","CDClasse","DSClasse","CDSubclasse","DSSubclasse","Vigencia21","Vigencia22","Vigencia23"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623101","Comércio atacadista de animais vivos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623102","Comércio atacadista de couros, lãs, peles e outros subprodutos não comestíveis de origem animal","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623103","Comércio atacadista de algodão","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623104","Comércio atacadista de fumo em folha não beneficiado","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623105","Comércio atacadista de cacau","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623106","Comércio atacadista de sementes, flores, plantas e gramas","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623107","Comércio atacadista de sisal","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623108","Comércio atacadista de matérias primas agrícolas com atividade de fracionamento e acondicionamento associada","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623109","Comércio atacadista de alimentos para animais","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","462","Comércio atacadista de matérias-primas agrícolas e animais vivos","46231","Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja","4623199","Comércio atacadista de matérias primas agrícolas não especificadas anteriormente","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46311","Comércio atacadista de leite e laticínios","4631100","Comércio atacadista de leite e laticínios","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46320","Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas","4632001","Comércio atacadista de cereais e leguminosas beneficiados","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46320","Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas","4632002","Comércio atacadista de farinhas, amidos e féculas","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46320","Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas","4632003","Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46338","Comércio atacadista de hortifrutigranjeiros","4633801","Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46338","Comércio atacadista de hortifrutigranjeiros","4633802","Comércio atacadista de aves vivas e ovos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46338","Comércio atacadista de hortifrutigranjeiros","4633803","Comércio atacadista de coelhos e outros pequenos animais vivos para alimentação","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46346","Comércio atacadista de carnes, produtos da carne e pescado","4634601","Comércio atacadista de carnes bovinas e suínas e derivados","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46346","Comércio atacadista de carnes, produtos da carne e pescado","4634602","Comércio atacadista de aves abatidas e derivados","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46346","Comércio atacadista de carnes, produtos da carne e pescado","4634603","Comércio atacadista de pescados e frutos do mar","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46346","Comércio atacadista de carnes, produtos da carne e pescado","4634699","Comércio atacadista de carnes e derivados de outros animais","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46354","Comércio atacadista de bebidas","4635401","Comércio atacadista de água mineral","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46354","Comércio atacadista de bebidas","4635402","Comércio atacadista de cerveja, chope e refrigerante","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46354","Comércio atacadista de bebidas","4635403","Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46354","Comércio atacadista de bebidas","4635499","Comércio atacadista de bebidas não especificadas anteriormente","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46362","Comércio atacadista de produtos do fumo","4636201","Comércio atacadista de fumo beneficiado","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46362","Comércio atacadista de produtos do fumo","4636202","Comércio atacadista de cigarros, cigarrilhas e charutos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46371","Comércio atacadista especializado em produtos alimentícios não especificados anteriormente","4637101","Comércio atacadista de café torrado, moído e solúvel","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46371","Comércio atacadista especializado em produtos alimentícios não especificados anteriormente","4637102","Comércio atacadista de açúcar","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46371","Comércio atacadista especializado em produtos alimentícios não especificados anteriormente","4637103","Comércio atacadista de óleos e gorduras","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46371","Comércio atacadista especializado em produtos alimentícios não especificados anteriormente","4637104","Comércio atacadista de pães, bolos, biscoitos e similares","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46371","Comércio atacadista especializado em produtos alimentícios não especificados anteriormente","4637105","Comércio atacadista de massas alimentícias","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46371","Comércio atacadista especializado em produtos alimentícios não especificados anteriormente","4637106","Comércio atacadista de sorvetes","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46371","Comércio atacadista especializado em produtos alimentícios não especificados anteriormente","4637107","Comércio atacadista de chocolates, confeitos, balas, bombons e semelhantes","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46371","Comércio atacadista especializado em produtos alimentícios não especificados anteriormente","4637199","Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46397","Comércio atacadista de produtos alimentícios em geral","4639701","Comércio atacadista de produtos alimentícios em geral","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","463","Comércio atacadista especializado em produtos alimentícios, bebidas e fumo","46397","Comércio atacadista de produtos alimentícios em geral","4639702","Comércio atacadista de produtos alimentícios em geral, com atividade de fracionamento e acondicionamento associada","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46419","Comércio atacadista de tecidos, artefatos de tecidos e de armarinho","4641901","Comércio atacadista de tecidos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46419","Comércio atacadista de tecidos, artefatos de tecidos e de armarinho","4641902","Comércio atacadista de artigos de cama, mesa e banho","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46419","Comércio atacadista de tecidos, artefatos de tecidos e de armarinho","4641903","Comércio atacadista de artigos de armarinho","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46427","Comércio atacadista de artigos do vestuário e acessórios","4642701","Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46427","Comércio atacadista de artigos do vestuário e acessórios","4642702","Comércio atacadista de roupas e acessórios para uso profissional e de segurança do trabalho","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46435","Comércio atacadista de calçados e artigos de viagem","4643501","Comércio atacadista de calçados","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46435","Comércio atacadista de calçados e artigos de viagem","4643502","Comércio atacadista de bolsas, malas e artigos de viagem","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46443","Comércio atacadista de produtos farmacêuticos para uso humano e veterinário","4644301","Comércio atacadista de medicamentos e drogas de uso humano","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46443","Comércio atacadista de produtos farmacêuticos para uso humano e veterinário","4644302","Comércio atacadista de medicamentos e drogas de uso veterinário","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46451","Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico","4645101","Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46451","Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico","4645102","Comércio atacadista de próteses e artigos de ortopedia","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46451","Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico","4645103","Comércio atacadista de produtos odontológicos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46460","Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal","4646001","Comércio atacadista de cosméticos e produtos de perfumaria","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46460","Comércio atacadista de cosméticos, produtos de perfumaria e de higiene pessoal","4646002","Comércio atacadista de produtos de higiene pessoal","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46478","Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações","4647801","Comércio atacadista de artigos de escritório e de papelaria","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46478","Comércio atacadista de artigos de escritório e de papelaria; livros, jornais e outras publicações","4647802","Comércio atacadista de livros, jornais e outras publicações","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649401","Comércio atacadista de equipamentos elétricos de uso pessoal e doméstico","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649402","Comércio atacadista de aparelhos eletrônicos de uso pessoal e doméstico","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649403","Comércio atacadista de bicicletas, triciclos e outros veículos recreativos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649404","Comércio atacadista de móveis e artigos de colchoaria","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649405","Comércio atacadista de artigos de tapeçaria; persianas e cortinas","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649406","Comércio atacadista de lustres, luminárias e abajures","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649407","Comércio atacadista de filmes, cds, dvds, fitas e discos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649408","Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649409","Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e acondicionamento associada","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649410","Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","464","Comércio atacadista de produtos de consumo não-alimentar","46494","Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","4649499","Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","465","Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação","46516","Comércio atacadista de computadores, periféricos e suprimentos de informática","4651601","Comércio atacadista de equipamentos de informática","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","465","Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação","46516","Comércio atacadista de computadores, periféricos e suprimentos de informática","4651602","Comércio atacadista de suprimentos para informática","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","465","Comércio atacadista de equipamentos e produtos de tecnologias de informação e comunicação","46524","Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação","4652400","Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","466","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","46613","Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças","4661300","Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","466","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","46621","Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças","4662100","Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","466","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","46630","Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças","4663000","Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","466","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","46648","Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças","4664800","Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto médico hospitalar; partes e peças","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","466","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","46656","Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças","4665600","Comércio atacadista de máquinas e equipamentos para uso comercial; partes e peças","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","466","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","46699","Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças","4669901","Comércio atacadista de bombas e compressores; partes e peças","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","466","Comércio atacadista de máquinas, aparelhos e equipamentos, exceto de tecnologias de informação e comunicação","46699","Comércio atacadista de máquinas, aparelhos e equipamentos não especificados anteriormente; partes e peças","4669999","Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46711","Comércio atacadista de madeira e produtos derivados","4671100","Comércio atacadista de madeira e produtos derivados","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46729","Comércio atacadista de ferragens e ferramentas","4672900","Comércio atacadista de ferragens e ferramentas","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46737","Comércio atacadista de material elétrico","4673700","Comércio atacadista de material elétrico","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46745","Comércio atacadista de cimento","4674500","Comércio atacadista de cimento","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46796","Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral","4679601","Comércio atacadista de tintas, vernizes e similares","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46796","Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral","4679602","Comércio atacadista de mármores e granitos","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46796","Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral","4679603","Comércio atacadista de vidros, espelhos e vitrais","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46796","Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral","4679604","Comércio atacadista especializado de materiais de construção não especificados anteriormente","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","467","Comércio atacadista de madeira, ferragens, ferramentas, material elétrico e material de construção","46796","Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral","4679699","Comércio atacadista de materiais de construção em geral","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","468","Comércio atacadista especializado em outros produtos","46818","Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e glp","4681801","Comércio atacadista de álcool carburante, biodiesel, gasolina e demais derivados de petróleo, exceto lubrificantes, não realizado por transportador retalhista (t.r.r.)","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","468","Comércio atacadista especializado em outros produtos","46818","Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e glp","4681802","Comércio atacadista de combustíveis realizado por transportador retalhista (t.r.r.)","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","468","Comércio atacadista especializado em outros produtos","46818","Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e glp","4681803","Comércio atacadista de combustíveis de origem vegetal, exceto álcool carburante","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","468","Comércio atacadista especializado em outros produtos","46818","Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e glp","4681804","Comércio atacadista de combustíveis de origem mineral em bruto","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","468","Comércio atacadista especializado em outros produtos","46818","Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e glp","4681805","Comércio atacadista de lubrificantes","1","1","1"
"G","Comércio; reparação de veículos automotores e motocicletas","46","Comércio por atacado, exceto veículos automotores e motocicletas","468","Comércio atacadista especializado em outros produtos","46826","Comércio atacadista de gás liquefeito de petróleo (glp)","4682600","Comércio atacadista de gás liqüefeito de petróleo (glp)","1","1","1"
